ClipName,Frame,RootT.x,RootT.z,FootLeftT.x,FootLeftT.z,FootRightT.x,FootRightT.z,FootLeftV.x,FootLeftV.z,FootRightV.x,FootRightV.z,RootV.x,RootV.z,TrajPos.x,TrajPos.z,TrajForward.x,TrajForward.z
Turn45Right,133,-1.754332,11.71447,10.95132,-5.06351,11.02058,-4.90467,5.660852E-05,4.711151E-05,0.0001196225,0.0003756046,0.0001225154,0.0003080845,-1.754332,11.71447,0.8424539,0.5184364
Turn45Right,134,-1.753091,11.71569,10.95427,-5.056088,11.02366,-4.899425,4.136165E-05,4.0404E-05,9.832382E-05,0.0002473831,0.0001025518,0.0001748562,-1.753091,11.71569,0.8428292,0.5179121
Turn45Right,135,-1.752156,11.71672,10.95741,-5.051741,11.02708,-4.897036,3.117323E-05,3.445943E-05,0.0001045863,0.0001449108,0.0001140277,7.961591E-05,-1.752156,11.71672,0.8430395,0.5175906
Turn45Right,136,-1.75129,11.7176,10.96261,-5.045916,11.03242,-4.893158,2.884865E-05,2.921422E-05,0.0001735687,0.000194184,0.0001780192,0.0001292706,-1.75129,11.7176,0.8432992,0.5172281
Turn45Right,137,-1.750492,11.71834,10.9701,-5.035881,11.03965,-4.885162,2.661149E-05,2.476374E-05,0.0002496719,0.0003344854,0.0002410889,0.0002665202,-1.750492,11.71834,0.8437008,0.5165951
Turn45Right,138,-1.749758,11.71897,10.97606,-5.026557,11.04559,-4.877068,2.446969E-05,2.104441E-05,0.0001986821,0.0003108025,0.000197792,0.0002698262,-1.749758,11.71897,0.8441512,0.5157607
Turn45Right,139,-1.749085,11.71951,10.9817,-5.016102,11.05055,-4.868399,2.241135E-05,1.811981E-05,0.0001880328,0.0003485044,0.0001653989,0.0002889474,-1.749085,11.71951,0.844645,0.5147808
Turn45Right,140,-1.748472,11.71999,10.98729,-5.003876,11.05564,-4.857825,2.045234E-05,1.592636E-05,0.0001860936,0.0004075368,0.0001695951,0.0003524621,-1.748472,11.71999,0.8452317,0.5136947
Turn45Right,141,-1.747914,11.72043,10.99207,-4.99014,11.06044,-4.845462,1.858473E-05,1.455943E-05,0.0001594226,0.000457859,0.0001602809,0.0004120986,-1.747914,11.72043,0.8458942,0.5125613
Turn45Right,142,-1.74741,11.72084,10.99601,-4.975594,11.06433,-4.832133,1.680056E-05,1.357396E-05,0.0001314481,0.0004848639,0.0001294772,0.0004443169,-1.74741,11.72084,0.8466037,0.51143
Turn45Right,143,-1.746957,11.72121,10.99916,-4.960986,11.0673,-4.818809,1.511574E-05,1.262029E-05,0.0001048406,0.0004869461,9.915034E-05,0.000444142,-1.746957,11.72121,0.8473249,0.5103446
Turn45Right,144,-1.746551,11.72157,11.00129,-4.947243,11.06937,-4.806416,1.351833E-05,1.16984E-05,7.111231E-05,0.0004580975,6.898244E-05,0.0004130999,-1.746551,11.72157,0.848032,0.509356
Turn45Right,145,-1.746191,11.72189,11.00235,-4.935046,11.07018,-4.795499,1.201232E-05,1.077652E-05,3.528595E-05,0.0004065513,2.705256E-05,0.0003638903,-1.746191,11.72189,0.8486987,0.5085149
Turn45Right,146,-1.745873,11.72219,11.00212,-4.924453,11.06972,-4.786054,1.060168E-05,9.918213E-06,-7.534027E-06,0.0003531138,-1.55131E-05,0.0003148238,-1.745873,11.72219,0.8492995,0.5078713
Turn45Right,147,-1.745595,11.72246,10.99941,-4.915312,11.06682,-4.777914,9.278457E-06,9.059906E-06,-9.037654E-05,0.0003046831,-9.651184E-05,0.0002713362,-1.745595,11.72246,0.8498752,0.507522
Turn45Right,148,-1.745353,11.7227,10.99506,-4.909066,11.06252,-4.77278,8.046627E-06,8.233388E-06,-0.0001449903,0.000208203,-0.0001434644,0.0001711369,-1.745353,11.7227,0.8503295,0.5074676
Turn45Right,149,-1.745146,11.72293,10.99123,-4.907715,11.05926,-4.772746,6.910165E-06,7.470449E-06,-0.0001278877,4.504522E-05,-0.0001086553,1.128515E-06,-1.745146,11.72293,0.8504854,0.5076595
Turn45Right,150,-1.74497,11.72313,10.98653,-4.91175,11.05522,-4.778198,5.85715E-06,6.707509E-06,-0.0001564662,-0.0001345158,-0.0001345635,-0.0001817226,-1.74497,11.72313,0.8503661,0.5082091
Turn45Right,151,-1.744823,11.72331,10.97944,-4.921581,11.04883,-4.789423,4.907449E-06,6.008148E-06,-0.0002363523,-0.0003276984,-0.0002132416,-0.00037419,-1.744823,11.72331,0.849987,0.5092152
Turn45Right,152,-1.744702,11.72347,10.97316,-4.937281,11.04363,-4.806139,4.037221E-06,5.276998E-06,-0.0002094269,-0.0005233129,-0.000173219,-0.0005571683,-1.744702,11.72347,0.8492403,0.5104309
Turn45Right,153,-1.744604,11.72361,10.96482,-4.953076,11.03597,-4.823495,3.266334E-06,4.609426E-06,-0.0002780597,-0.0005265077,-0.0002553622,-0.0005785465,-1.744604,11.72361,0.8485506,0.5118913
Turn45Right,154,-1.744526,11.72373,10.95761,-4.971011,11.02945,-4.842659,2.582868E-06,3.973643E-06,-0.0002400716,-0.0005978426,-0.0002172788,-0.0006388028,-1.744526,11.72373,0.847687,0.5134231
Turn45Right,155,-1.744466,11.72383,10.94836,-4.992056,11.02066,-4.86468,1.994769E-06,3.369649E-06,-0.0003083547,-0.0007015069,-0.0002930641,-0.0007340431,-1.744466,11.72383,0.8467147,0.515088
Turn45Right,156,-1.744422,11.72391,10.93819,-5.013484,11.01117,-4.887115,1.490116E-06,2.765656E-06,-0.000339063,-0.0007142544,-0.000316302,-0.0007478237,-1.744422,11.72391,0.8457413,0.5168843
Turn45Right,157,-1.744389,11.72398,10.93167,-5.036336,11.00571,-4.910795,1.088778E-06,2.257029E-06,-0.0002173424,-0.0007617315,-0.0001818339,-0.0007893245,-1.744389,11.72398,0.8445747,0.5186293
Turn45Right,158,-1.744366,11.72403,10.92426,-5.061169,10.99862,-4.937181,7.669131E-07,1.684825E-06,-0.0002469699,-0.0008277575,-0.0002364794,-0.0008795579,-1.744366,11.72403,0.8433173,0.5204424
Turn45Right,159,-1.74435,11.72406,10.91266,-5.088057,10.98744,-4.965133,5.443891E-07,1.207987E-06,-0.0003866513,-0.000896279,-0.000372537,-0.0009317239,-1.74435,11.72406,0.842037,0.5223977
Turn45Right,160,-1.744337,11.72409,10.89973,-5.115197,10.97506,-4.993072,4.092852E-07,7.629395E-07,-0.0004312515,-0.0009046554,-0.0004128456,-0.0009312948,-1.744337,11.72409,0.8407534,0.5244004
Turn45Right,161,-1.744326,11.7241,10.88875,-5.139781,10.96474,-5.018475,3.695488E-07,2.861023E-07,-0.000365893,-0.0008194923,-0.0003438314,-0.0008467674,-1.744326,11.7241,0.8395586,0.5263646
Turn45Right,162,-1.744314,11.72409,10.88233,-5.159591,10.95877,-5.039167,4.172325E-07,-9.536743E-08,-0.0002140045,-0.0006603082,-0.0001992861,-0.0006897291,-1.744314,11.72409,0.8385696,0.5282527
Turn45Right,163,-1.744297,11.72408,10.87906,-5.181204,10.95613,-5.061907,5.5631E-07,-4.768372E-07,-0.0001089414,-0.0007204533,-8.786519E-05,-0.0007580121,-1.744297,11.72408,0.8373969,0.5299519
Turn45Right,164,-1.744273,11.72405,10.8729,-5.20632,10.95075,-5.088182,7.907549E-07,-8.265177E-07,-0.0002053261,-0.0008371989,-0.0001791954,-0.0008758386,-1.744273,11.72405,0.8360576,0.5316001
Turn45Right,165,-1.74424,11.72402,10.86409,-5.231224,10.9425,-5.114052,1.11262E-06,-1.176198E-06,-0.0002936363,-0.0008301099,-0.0002752304,-0.0008623282,-1.74424,11.72402,0.8347822,0.5332505
Turn90Left,0,-0.06678062,5.210229,0.1122543,-5.464439,0.2707968,-5.479489,-0.002226021,0.1736743,0.003741809,-0.182148,0.00902656,-0.1826496,-0.06678062,5.210229,0.03168548,0.9973122
Turn90Left,1,-0.06653093,5.210874,0.08570814,-5.464494,0.2439436,-5.480628,8.323043E-06,2.148946E-05,-0.0008848714,-1.84377E-06,-0.0008951068,-3.798803E-05,-0.06653093,5.210874,0.02694779,0.9975128
Turn90Left,2,-0.06615387,5.211663,0.05824184,-5.461319,0.2165144,-5.478633,1.256863E-05,2.632141E-05,-0.0009155435,0.0001058261,-0.000914306,6.650289E-05,-0.06615387,5.211663,0.02221503,0.9977707
Turn90Left,3,-0.06546868,5.212603,0.01285422,-5.456593,0.1710512,-5.475955,2.283975E-05,3.13282E-05,-0.001512921,0.000157547,-0.001515441,8.926391E-05,-0.06546868,5.212603,0.01444776,0.9980623
Turn90Left,4,-0.0642089,5.2137,-0.02962953,-5.452873,0.1281579,-5.474427,4.199247E-05,3.655751E-05,-0.001416125,0.0001239936,-0.001429776,5.09421E-05,-0.0642089,5.2137,0.007483809,0.9982177
Turn90Left,5,-0.06258337,5.214958,-0.07696924,-5.447352,0.0802216,-5.47153,5.418435E-05,4.194578E-05,-0.00157799,0.0001840433,-0.001597877,9.655952E-05,-0.06258337,5.214958,-0.0006339372,0.9983699
Turn90Left,6,-0.06150604,5.216385,-0.127978,-5.44,0.02863961,-5.467154,3.591093E-05,4.755656E-05,-0.001700291,0.0002450625,-0.0017194,0.0001458963,-0.06150604,5.216385,-0.009547732,0.998494
Turn90Left,7,-0.06107769,5.217985,-0.206424,-5.429971,-0.05057775,-5.461051,1.427854E-05,5.332629E-05,-0.002614866,0.0003343105,-0.002640579,0.0002034187,-0.06107769,5.217985,-0.02305354,0.9985036
Turn90Left,8,-0.06080411,5.219764,-0.2764961,-5.424309,-0.1215207,-5.459141,9.119386E-06,5.930265E-05,-0.002335737,0.0001887163,-0.002364766,6.365776E-05,-0.06080411,5.219764,-0.03520009,0.9982512
Turn90Left,9,-0.06084796,5.221802,-0.3558122,-5.416682,-0.2019294,-5.456175,-1.461928E-06,6.79493E-05,-0.002643872,0.0002542337,-0.002680288,9.886424E-05,-0.06084796,5.221802,-0.04934321,0.9977741
Turn90Left,10,-0.06254853,5.224163,-0.4885934,-5.397194,-0.3367051,-5.443403,-5.668563E-05,7.867813E-05,-0.004426039,0.0006496112,-0.004492525,0.000425752,-0.06254853,5.224163,-0.07323288,0.9965633
Turn90Left,11,-0.06293879,5.226823,-0.6045904,-5.375684,-0.454762,-5.428298,-1.300847E-05,8.869171E-05,-0.003866565,0.0007169882,-0.003935227,0.0005034765,-0.06293879,5.226823,-0.09463871,0.9949605
Turn90Left,12,-0.05865267,5.229764,-0.7517572,-5.343639,-0.6047859,-5.403733,0.0001428707,9.802182E-05,-0.004905561,0.001068179,-0.005000797,0.0008188566,-0.05865267,5.229764,-0.1212154,0.9922804
Turn90Left,13,-0.06148786,5.232963,-0.9960691,-5.277753,-0.8548048,-5.351194,-9.450664E-05,0.0001066367,-0.008143731,0.002196185,-0.008333963,0.00175128,-0.06148786,5.232963,-0.1668984,0.9858666
Turn90Left,14,-0.06569713,5.2364,-1.192565,-5.210403,-1.057949,-5.293736,-0.0001403087,0.0001145681,-0.006549869,0.002244997,-0.006771461,0.001915296,-0.06569713,5.2364,-0.2058514,0.9785777
Turn90Left,15,-0.07097178,5.240053,-1.475883,-5.087602,-1.355028,-5.187516,-0.0001758218,0.0001217683,-0.009443911,0.004093393,-0.009902648,0.003540643,-0.07097178,5.240053,-0.2644708,0.9642783
Turn90Left,16,-0.07704005,5.243902,-1.687854,-4.983482,-1.581069,-5.096324,-0.0002022758,0.000128301,-0.007065709,0.003470659,-0.007534687,0.003039741,-0.07704005,5.243902,-0.3100353,0.9503454
Turn90Left,17,-0.08419334,5.247926,-1.901706,-4.86842,-1.806685,-4.997977,-0.0002384429,0.0001341184,-0.007128417,0.003835392,-0.007520556,0.003278224,-0.08419334,5.247926,-0.3573665,0.9332491
Turn90Left,18,-0.09263823,5.252103,-2.188523,-4.672937,-2.109161,-4.829144,-0.0002814964,0.0001392523,-0.009560557,0.006516091,-0.01008253,0.005627775,-0.09263823,5.252103,-0.4209212,0.9054914
Turn90Left,19,-0.1019755,5.256413,-2.386187,-4.516877,-2.31808,-4.695653,-0.0003112413,0.0001436551,-0.006588801,0.005202007,-0.00696396,0.004449701,-0.1019755,5.256413,-0.4677261,0.8814824
Turn90Left,20,-0.1126108,5.260834,-2.544587,-4.374653,-2.488534,-4.578406,-0.0003545111,0.0001473586,-0.005279986,0.00474081,-0.005681785,0.003908237,-0.1126108,5.260834,-0.5085614,0.8579991
Turn90Left,21,-0.12558,5.265346,-2.726135,-4.20882,-2.684458,-4.439423,-0.000432307,0.0001503944,-0.006051612,0.005527751,-0.006530826,0.004632775,-0.12558,5.265346,-0.5492312,0.8316848
Turn90Left,22,-0.1403792,5.269927,-2.90679,-4.026149,-2.884358,-4.293435,-0.0004933064,0.0001526992,-0.006021818,0.006089036,-0.006663315,0.00486625,-0.1403792,5.269927,-0.5914708,0.8014748
Turn90Left,23,-0.1566823,5.274556,-3.01107,-3.901455,-3.004376,-4.196053,-0.0005434374,0.0001543204,-0.003476008,0.004156462,-0.004000616,0.003246085,-0.1566823,5.274556,-0.6186815,0.7799917
Turn90Left,24,-0.1753025,5.279213,-3.16517,-3.731165,-3.186109,-4.050325,-0.0006206736,0.0001552264,-0.005136664,0.005676333,-0.006057755,0.004857572,-0.1753025,5.279213,-0.6539251,0.7498329
Turn90Left,25,-0.1959248,5.283876,-3.30881,-3.546592,-3.366477,-3.894904,-0.0006874094,0.0001554489,-0.004788009,0.006152439,-0.006012257,0.005180709,-0.1959248,5.283876,-0.6902559,0.7158002
Turn90Left,26,-0.2174171,5.288525,-3.423588,-3.410381,-3.516112,-3.775934,-0.0007164101,0.0001549562,-0.003825935,0.004540364,-0.004987836,0.003965664,-0.2174171,5.288525,-0.7187642,0.6870343
Turn90Left,27,-0.2393667,5.293138,-3.541894,-3.277569,-3.672643,-3.65435,-0.0007316535,0.0001537641,-0.003943523,0.004427067,-0.005217711,0.004052798,-0.2393667,5.293138,-0.7462635,0.657199
Turn90Left,28,-0.2613611,5.297694,-3.700245,-3.101958,-3.884629,-3.482779,-0.0007331446,0.0001518726,-0.005278373,0.005853717,-0.007066202,0.005719058,-0.2613611,5.297694,-0.7794307,0.617508
Turn90Left,29,-0.2813242,5.302173,-3.813403,-2.978303,-4.039539,-3.353481,-0.0006654372,0.0001492977,-0.003771941,0.004121812,-0.005163654,0.004309932,-0.2813242,5.302173,-0.8030957,0.5865556
Turn90Left,30,-0.3006522,5.306553,-3.936544,-2.856401,-4.20998,-3.211632,-0.0006442676,0.0001459916,-0.00410471,0.004063407,-0.005681356,0.004728294,-0.3006522,5.306553,-0.8281012,0.5513481
Turn90Left,31,-0.324141,5.310813,-4.047008,-2.762837,-4.353823,-3.091784,-0.0007829586,0.000142018,-0.003682121,0.003118801,-0.004794789,0.003994934,-0.324141,5.310813,-0.8495029,0.5189751
Turn90Left,32,-0.3550834,5.314578,-4.149624,-2.677526,-4.481996,-2.977419,-0.001031416,0.0001254876,-0.003420544,0.002843706,-0.004272429,0.003812146,-0.3550834,5.314578,-0.8680006,0.4877627
Turn90Left,33,-0.3880521,5.317657,-4.292017,-2.614257,-4.634819,-2.87081,-0.001098955,0.0001026471,-0.004746421,0.002108955,-0.005094099,0.003553653,-0.3880521,5.317657,-0.8866851,0.4551893
Turn90Left,34,-0.4182325,5.320308,-4.444139,-2.561013,-4.788658,-2.777979,-0.001006014,8.835793E-05,-0.005070718,0.001774812,-0.005127971,0.003094371,-0.4182325,5.320308,-0.9038854,0.4240608
Turn90Left,35,-0.4484463,5.322786,-4.54617,-2.494693,-4.876906,-2.674921,-0.001007128,8.260409E-05,-0.003401057,0.002210657,-0.002941608,0.003435262,-0.4484463,5.322786,-0.9175022,0.395411
Turn90Left,36,-0.4818629,5.325348,-4.630257,-2.432112,-4.933208,-2.580299,-0.001113885,8.540154E-05,-0.002802881,0.002086059,-0.00187672,0.003154047,-0.4818629,5.325348,-0.9284459,0.369782
Turn90Left,37,-0.5187446,5.328251,-4.737751,-2.381585,-4.987554,-2.4943,-0.001229391,9.676615E-05,-0.003583129,0.001684221,-0.001811536,0.00286665,-0.5187446,5.328251,-0.9381152,0.3454718
Turn90Left,38,-0.5569816,5.331752,-4.83496,-2.326458,-5.029705,-2.410395,-0.001274566,0.0001166821,-0.003240299,0.001837563,-0.001405032,0.002796841,-0.5569816,5.331752,-0.9465474,0.3222741
Turn90Left,39,-0.5961853,5.336106,-4.92489,-2.271414,-5.054402,-2.330325,-0.001306792,0.0001451492,-0.002997685,0.00183479,-0.0008232276,0.002668985,-0.5961853,5.336106,-0.9538535,0.3002419
Turn90Left,40,-0.6359673,5.341571,-5.018121,-2.211663,-5.046206,-2.242809,-0.001326066,0.0001821677,-0.003107691,0.001991717,0.00027318,0.00291721,-0.6359673,5.341571,-0.9601786,0.2793859
Turn90Left,41,-0.6759386,5.348404,-5.092474,-2.149164,-5.033831,-2.161676,-0.001332376,0.0002277533,-0.002478441,0.002083294,0.0004125118,0.002704422,-0.6759386,5.348404,-0.9656472,0.2598503
Turn90Left,42,-0.7157108,5.35686,-5.158082,-2.093526,-5.008728,-2.089806,-0.001325738,0.0002818744,-0.002186918,0.001854595,0.0008367698,0.002395678,-0.7157108,5.35686,-0.970314,0.2418352
Turn90Left,43,-0.7562283,5.367197,-5.235824,-2.038736,-4.959746,-2.016912,-0.001350584,0.0003445466,-0.002591403,0.001826326,0.001632722,0.002429795,-0.7562283,5.367197,-0.9742708,0.2253742
Turn90Left,44,-0.7982415,5.379671,-5.303567,-1.989095,-4.931336,-1.960482,-0.001400441,0.000415802,-0.002258126,0.001654712,0.0009469986,0.001881003,-0.7982415,5.379671,-0.9775867,0.2105266
Turn90Left,45,-0.8410698,5.394538,-5.372527,-1.938129,-4.875046,-1.90266,-0.001427611,0.0004955769,-0.002298657,0.001698875,0.001876338,0.001927412,-0.8410698,5.394538,-0.9802917,0.1972897
Turn90Left,46,-0.884033,5.412055,-5.422632,-1.902663,-4.838049,-1.865356,-0.001432105,0.0005839189,-0.00167017,0.001182187,0.001233228,0.001243436,-0.884033,5.412055,-0.9824191,0.1858601
Turn90Left,47,-0.9264508,5.43248,-5.463937,-1.879068,-4.811718,-1.842926,-0.00141393,0.0006808122,-0.001376836,0.0007864913,0.00087773,0.0007476807,-0.9264508,5.43248,-0.9840652,0.1762996
Turn90Left,48,-0.9676427,5.450527,-5.502079,-1.87198,-4.779921,-1.840244,-0.001373061,0.0006015619,-0.001271375,0.0002362649,0.001059882,8.939902E-05,-0.9676427,5.450527,-0.9853656,0.1687388
Turn90Left,49,-1.006928,5.461261,-5.539599,-1.888764,-4.777061,-1.867716,-0.001309518,0.0003578027,-0.001250696,-0.0005594611,9.535153E-05,-0.0009157419,-1.006928,5.461261,-0.9864803,0.1628391
Turn90Left,50,-1.045169,5.465466,-5.563652,-1.899436,-4.782239,-1.892399,-0.001274693,0.0001401742,-0.000801754,-0.0003557404,-0.0001726151,-0.0008227428,-1.045169,5.465466,-0.9873026,0.1579674
Turn90Left,51,-1.083631,5.463926,-5.584208,-1.942488,-4.808767,-1.943572,-0.001282064,-5.133947E-05,-0.0006851832,-0.001435037,-0.0008842627,-0.001705794,-1.083631,5.463926,-0.9879603,0.1546702
Turn90Left,52,-1.12224,5.457425,-5.615811,-1.99503,-4.867716,-2.011447,-0.001286972,-0.0002166907,-0.001053445,-0.001751415,-0.001964967,-0.002262477,-1.12224,5.457425,-0.9882027,0.1525764
Turn90Left,53,-1.160923,5.446747,-5.640959,-2.04188,-4.919045,-2.067146,-0.001289415,-0.0003559272,-0.0008382638,-0.001561654,-0.001710987,-0.001856629,-1.160923,5.446747,-0.9882195,0.1512053
Turn90Left,54,-1.199605,5.432676,-5.645304,-2.100378,-4.970274,-2.1307,-0.001289399,-0.0004690488,-0.0001448313,-0.001949938,-0.001707633,-0.002118484,-1.199605,5.432676,-0.9878735,0.1506661
Turn90Left,55,-1.238213,5.415995,-5.616862,-2.140893,-5.031299,-2.181222,-0.001286936,-0.0005560239,0.0009480476,-0.001350506,-0.00203414,-0.00168407,-1.238213,5.415995,-0.9878331,0.1479275
Turn90Left,56,-1.276672,5.400939,-5.580376,-2.131304,-5.072342,-2.181717,-0.001281989,-0.000501887,0.001216221,0.0003196319,-0.001368125,-1.649062E-05,-1.276672,5.400939,-0.9889986,0.1406851
Turn90Left,57,-1.31491,5.390779,-5.551021,-2.10505,-5.122613,-2.16693,-0.001274598,-0.0003386339,0.0009784858,0.0008751234,-0.001675701,0.0004928986,-1.31491,5.390779,-0.9904585,0.130335
Turn90Left,58,-1.352852,5.38486,-5.501181,-2.06096,-5.183749,-2.1369,-0.001264735,-0.0001973152,0.001661332,0.001469692,-0.002037843,0.001000984,-1.352852,5.38486,-0.9921586,0.1179488
Turn90Left,59,-1.390425,5.382522,-5.460063,-2.024349,-5.233721,-2.107045,-0.001252421,-7.794698E-05,0.001370605,0.001220338,-0.001665751,0.0009951671,-1.390425,5.382522,-0.9936328,0.1060045
Turn90Left,60,-1.427554,5.383107,-5.388848,-2.005622,-5.294465,-2.091721,-0.001237639,1.950264E-05,0.002373838,0.0006242434,-0.002024794,0.0005108118,-1.427554,5.383107,-0.9946859,0.09703893
Turn90Left,61,-1.464166,5.385956,-5.328703,-1.992772,-5.341481,-2.080818,-0.001220397,9.498596E-05,0.00200483,0.0004283508,-0.001567189,0.0003634215,-1.464166,5.385956,-0.9955098,0.09011493
Turn90Left,62,-1.500187,5.390413,-5.26108,-1.971261,-5.385712,-2.062891,-0.001200692,0.0001485507,0.002254089,0.000717028,-0.001474365,0.0005975882,-1.500187,5.390413,-0.9962982,0.08350542
Turn90Left,63,-1.537019,5.395818,-5.150468,-1.937228,-5.432372,-2.035486,-0.001227748,0.000180165,0.00368708,0.001134412,-0.001555332,0.0009135088,-1.537019,5.395818,-0.9970019,0.07712767
Turn90Left,64,-1.575541,5.401514,-5.06928,-1.912409,-5.47283,-2.014832,-0.001284067,0.0001898607,0.002706273,0.0008273284,-0.001348623,0.0006884575,-1.575541,5.401514,-0.9974505,0.07113184
Turn90Left,65,-1.61489,5.406841,-4.990052,-1.889458,-5.512562,-1.993932,-0.001311644,0.00017759,0.002640915,0.0007650217,-0.001324383,0.0006966671,-1.61489,5.406841,-0.9976987,0.06540955
Turn90Left,66,-1.654205,5.411144,-4.915942,-1.869458,-5.552045,-1.972422,-0.001310492,0.0001434167,0.00247035,0.0006666541,-0.001316102,0.0007169882,-1.654205,5.411144,-0.997763,0.05994623
Turn90Left,67,-1.692624,5.413762,-4.839661,-1.857466,-5.606229,-1.955557,-0.001280614,8.72612E-05,0.002542686,0.0003997445,-0.001806132,0.0005621791,-1.692624,5.413762,-0.9976321,0.05544061
Turn90Left,68,-1.729284,5.414038,-4.807263,-1.873061,-5.646357,-1.964912,-0.001222007,9.202957E-06,0.001079925,-0.000519836,-0.001337608,-0.0003118396,-1.729284,5.414038,-0.9975517,0.05282405
Turn90Left,69,-1.763324,5.411314,-4.786781,-1.903245,-5.67311,-1.983554,-0.001134666,-9.080569E-05,0.0006827355,-0.001006118,-0.0008917649,-0.0006214023,-1.763324,5.411314,-0.997338,0.052065
Turn90Left,70,-1.793882,5.404931,-4.787134,-1.952338,-5.686984,-2.024338,-0.001018596,-0.0002127488,-1.174609E-05,-0.001636434,-0.0004624526,-0.001359467,-1.793882,5.404931,-0.9971881,0.05336541
Turn90Left,71,-1.820096,5.394232,-4.80303,-2.011443,-5.689149,-2.094513,-0.0008737961,-0.0003566265,-0.0005298773,-0.001970192,-7.219314E-05,-0.00233918,-1.820096,5.394232,-0.9972211,0.05725119
Turn90Left,72,-1.845245,5.378558,-4.814446,-2.080196,-5.67494,-2.175949,-0.0008383155,-0.0005224705,-0.0003805319,-0.002291759,0.0004736582,-0.002714515,-1.845245,5.378558,-0.9971995,0.06251615
Turn90Left,73,-1.873034,5.357251,-4.863183,-2.192275,-5.669663,-2.29564,-0.000926284,-0.0007102331,-0.001624568,-0.003735971,0.0001758893,-0.003989712,-1.873034,5.357251,-0.9974476,0.06942412
Turn90Left,74,-1.903234,5.335608,-4.890285,-2.302812,-5.635742,-2.406382,-0.001006671,-0.0007214228,-0.0009033839,-0.003684553,0.001130708,-0.003691379,-1.903234,5.335608,-0.9969515,0.0780246
Turn90Left,75,-1.935618,5.319029,-4.909057,-2.437305,-5.559374,-2.534105,-0.001079488,-0.0005526543,-0.0006257375,-0.004483104,0.002545579,-0.004257456,-1.935618,5.319029,-0.9958442,0.08949601
Turn90Left,76,-1.96996,5.307004,-4.896675,-2.570194,-5.465238,-2.664076,-0.001144715,-0.0004008134,0.0004127343,-0.00442965,0.00313789,-0.004332368,-1.96996,5.307004,-0.9942382,0.1043547
Turn90Left,77,-2.006031,5.299027,-4.877869,-2.711642,-5.358171,-2.805858,-0.001202377,-0.0002659162,0.000626866,-0.004714902,0.003568904,-0.00472606,-2.006031,5.299027,-0.9921572,0.1211699
Turn90Left,78,-2.043604,5.294589,-4.876416,-2.822668,-5.23226,-2.912695,-0.001252445,-0.0001479308,4.841487E-05,-0.003700884,0.004197025,-0.003561226,-2.043604,5.294589,-0.9902438,0.1371789
Turn90Left,79,-2.082453,5.293183,-4.852711,-2.942797,-5.104262,-3.024869,-0.001294947,-4.687309E-05,0.0007901668,-0.004004304,0.00426658,-0.00373915,-2.082453,5.293183,-0.9880189,0.1528335
Turn90Left,80,-2.122349,5.294301,-4.830532,-3.055485,-4.971736,-3.124191,-0.001329859,3.725688E-05,0.0007393201,-0.003756253,0.004417531,-0.00331072,-2.122349,5.294301,-0.9857073,0.1676617
Turn90Left,81,-2.163064,5.297434,-4.81459,-3.159924,-4.839156,-3.210707,-0.00135719,0.0001044591,0.0005313873,-0.003481309,0.004419343,-0.002883863,-2.163064,5.297434,-0.983328,0.1815091
Turn90Left,82,-2.204373,5.302076,-4.807333,-3.252552,-4.671709,-3.269778,-0.001376955,0.0001547178,0.0002419154,-0.003087584,0.005581586,-0.001969028,-2.204373,5.302076,-0.9809774,0.1941097
Turn90Left,83,-2.246047,5.307718,-4.793527,-3.341002,-4.538272,-3.326319,-0.00138913,0.0001880646,0.0004601796,-0.00294834,0.00444789,-0.001884715,-2.246047,5.307718,-0.9786518,0.205437
Turn90Left,84,-2.287859,5.313852,-4.774148,-3.420094,-4.402848,-3.368155,-0.001393731,0.0002044837,0.0006459872,-0.002636393,0.004514138,-0.001394534,-2.287859,5.313852,-0.9763339,0.2156425
Turn90Left,85,-2.329581,5.319971,-4.76255,-3.500023,-4.258573,-3.397121,-0.001390751,0.0002039591,0.0003865878,-0.00266432,0.004809173,-0.0009655317,-2.329581,5.319971,-0.9739552,0.225026
Turn90Left,86,-2.370026,5.325567,-4.747255,-3.591027,-4.167124,-3.453563,-0.001348154,0.0001865228,0.0005098343,-0.003033463,0.003048293,-0.001881401,-2.370026,5.325567,-0.9718056,0.2338772
Turn90Left,87,-2.40836,5.330131,-4.744463,-3.681767,-4.10557,-3.513024,-0.001277804,0.0001521428,9.304682E-05,-0.003024665,0.002051783,-0.001982021,-2.40836,5.330131,-0.96991,0.2419025
Turn90Left,88,-2.444889,5.333157,-4.756945,-3.81784,-4.076853,-3.618916,-0.001217628,0.0001008511,-0.0004160563,-0.004535778,0.0009572347,-0.003529747,-2.444889,5.333157,-0.9683298,0.2496643
Turn90Left,89,-2.47992,5.334135,-4.768798,-3.912138,-4.088039,-3.711499,-0.001167695,3.261566E-05,-0.0003951073,-0.003143263,-0.0003728549,-0.003086098,-2.47992,5.334135,-0.9672294,0.2535048
Turn90Left,90,-2.513758,5.332559,-4.810305,-3.996701,-4.149977,-3.817155,-0.001127958,-5.254745E-05,-0.001383543,-0.002818743,-0.002064609,-0.003521856,-2.513758,5.332559,-0.9666821,0.2527919
